Visual Apparent Magnitude,Distance,Distance Error,BV,Spectral Type
8.96,3.5,0.94,1.227,
8.51,2.79,0.86,0.43,A0V
6.45,5.28,0.51,1.275,K1III
10.14,0.97,1.82,0.53,A0
7.80,3.6,0.81,0.40,B9III
4.47,15.28,0.83,1.222,K2III
7.90,0.76,0.60,0.6,
7.85,5.21,0.54,0.53,B9.5V
7.13,2.21,0.95,1.508,K2
8.84,4.10,1.2,1.43,K0III
9.11,14.9,2.37,0.739,K0
8.52,1.80,1.16,1.57,K0
8.59,4.27,1.63,0.349,A2
8.70,2.69,1.8,0.964,K0
6.53,8.17,1.13,0.933,G7III
7.3,4.51,0.91,0.860,G5
9.76,5.16,1.87,0.353,F0
8.63,7.30,0.91,0.634,G0
7.35,8.36,0.86,1.12,
8.68,7.74,1.32,0.392,F0
8.77,0.55,0.99,1.54,G8III
7.32,2.73,0.92,0.912,
7.77,0.13,1.2,1.617,M
8.35,6.73,1.8,0.524,F8
6.92,14.16,0.93,0.436,F5
8.46,4.3,0.86,0.226,Ap
7.66,3.32,0.97,0.5,A0
6.30,7.55,1.9,0.774,G2III
8.27,1.95,0.78,1.540,K7
7.83,3.5,0.69,1.210,
8.50,10.68,1.6,0.546,G0
9.40,1.51,1.1,0.47,
7.43,4.91,0.59,0.115,
9.46,3.72,1.37,0.404,F5
8.22,3.63,1.64,1.10,K2
9.28,2.42,1.9,0.943,K0
7.72,11.33,0.62,0.473,F3V
8.62,1.32,0.84,0.10,
10.18,18.98,1.40,1.74,K2
8.63,0.49,1.16,0.158,A2
7.28,6.61,0.92,0.387,
7.70,9.35,0.73,0.223,A5Vm
8.19,4.76,1.15,1.24,G5
7.73,3.39,0.61,1.810,K5III
9.40,3.52,1.30,0.291,A0
8.99,2.35,1.58,1.132,K0
8.28,5.13,1.20,1.157,K0
7.94,1.40,0.79,1.720,M3III
8.91,1.73,2.25,0.210,A2
9.2,1.92,1.20,1.107,K0
9.64,24.63,1.53,0.957,
7.93,2.7,0.70,0.54,B9III
8.36,4.19,0.84,0.440,F3V
6.31,4.13,0.60,1.526,M5III
8.83,0.82,1.12,0.39,B9
11.9,8.73,2.57,,
8.42,9.38,1.22,0.950,K0
8.29,4.7,1.12,1.616,K0
9.9,38.90,1.73,1.102,K0
8.88,1.39,0.85,0.23,
9.87,3.10,1.17,0.50,A0V
8.90,7.63,1.29,0.521,F8
9.13,15.90,1.26,0.725,K0
7.12,2.20,0.61,1.360,K2III
8.15,1.91,0.65,0.985,
8.68,2.3,0.75,0.909,G8III
7.86,2.31,1.10,1.262,K0
6.91,8.47,0.52,0.299,A8IV
9.64,3.48,1.59,1.6,K0
8.1,2.89,1.7,1.116,K0
7.78,1.75,0.88,1.516,K4III
7.98,7.60,1.4,0.225,A2
9.54,1.95,6.49,0.927,
6.90,3.85,0.57,1.395,K2III
8.98,4.81,0.77,0.226,A3IV
8.36,2.93,1.82,0.25,A0V
7.36,4.60,1.13,1.186,G9III
9.19,8.49,1.23,0.573,G0V
9.65,0.67,1.36,0.330,A9V
5.60,4.83,0.89,1.523,K5III
8.91,0.59,0.89,0.980,G8III
8.59,3.37,0.94,1.118,G5
7.1,14.29,1.0,0.280,A3
8.8,2.53,0.68,0.24,B4V
5.77,13.79,0.68,0.137,A4V+
8.20,1.19,0.74,0.76,B8IV
7.72,4.30,1.6,0.958,G7IV
9.59,1.28,1.7,1.669,M0
7.84,4.3,0.85,0.943,G6III
10.63,7.50,2.11,0.588,F8
8.94,7.61,1.19,0.620,G3V
6.31,11.99,0.82,0.968,G9III
8.8,2.82,0.69,1.507,K3III
7.52,1.80,0.64,1.114,G8III
7.50,6.69,1.1,0.491,F5
6.98,22.55,1.4,0.507,F7V
8.68,14.80,1.43,0.718,G5
6.72,5.26,0.79,0.33,B9III
7.36,5.12,1.59,0.173,A2+
8.91,6.85,1.42,0.248,A3
8.81,0.60,1.29,1.558,
9.26,3.31,1.34,1.463,K5
8.22,12.90,1.1,0.521,F5
7.38,1.23,0.69,1.524,K5III
7.95,1.40,0.84,0.990,G8III
6.24,4.3,0.63,1.465,K2III
9.28,2.49,1.76,,
7.39,4.55,0.93,0.921,G5
8.93,6.14,1.29,0.730,G5
8.38,14.40,1.44,0.468,F5
8.95,0.43,0.88,0.64,B7V
8.71,1.77,1.50,0.949,K0
8.67,6.5,1.14,0.344,F0
9.93,0.39,1.42,1.60,K0
8.52,3.38,1.14,1.300,K2
9.55,5.31,1.63,0.429,F2
9.8,2.51,1.18,0.380,F2V
7.24,9.68,0.83,0.257,
6.95,3.34,0.99,0.983,G8III
10.32,1.30,2.5,0.537,G5
8.28,5.35,1.19,0.89,A0
8.36,7.6,1.14,0.309,A5
7.86,5.31,0.78,0.136,A2IV
7.31,2.22,0.58,0.4,
8.99,1.51,1.45,1.313,K0
8.61,2.10,0.87,1.32,G5
7.61,4.67,1.9,0.915,G5
8.27,3.99,0.77,1.406,K2III
8.40,8.14,1.27,0.493,F8
9.4,3.93,1.33,1.170,K2
7.97,2.51,0.81,0.265,A9IV
8.77,3.65,1.64,0.241,A0
6.58,3.18,0.88,1.417,K0
7.26,2.61,0.61,1.326,
10.26,13.59,1.64,0.940,K3
9.24,1.94,1.61,1.521,K7
7.71,3.56,0.69,1.272,K3III
8.27,3.34,0.98,1.176,K1III
7.19,7.99,0.74,0.46,A1V
7.34,3.92,0.72,1.58,G5
8.45,2.7,0.97,1.633,K5
5.9,7.72,0.50,0.102,B6V
8.50,3.51,1.30,1.138,K0
8.49,1.79,1.28,0.932,
8.53,9.46,1.0,0.448,F3V
8.75,0.90,1.25,1.430,K5
8.32,4.52,0.67,0.342,F0IV+
6.1,3.72,0.85,1.313,K3III
9.19,1.50,1.42,0.612,G0
6.67,3.65,0.68,0.435,G8:+
8.68,8.96,2.87,0.400,
7.99,4.23,0.73,0.183,
9.38,0.15,1.42,1.366,M0
8.33,3.41,0.71,0.77,
8.39,6.75,1.16,0.505,F7V
7.16,1.11,0.58,0.101,B3V
6.19,10.87,0.55,0.251,A7III
8.33,19.20,0.88,0.594,G1V
8.67,17.40,1.7,1.602,M2
8.96,3.75,1.36,1.420,K0
9.10,4.15,1.12,0.233,
8.45,4.62,1.6,0.900,G5
8.3,4.97,1.12,1.149,K2
7.50,7.28,1.33,0.205,A3
7.0,0.86,0.69,1.172,
7.94,6.51,1.11,0.382,F5
8.77,3.8,0.81,0.101,A0V
8.97,4.16,0.88,0.525,F0
10.7,2.65,1.68,0.630,F8
9.59,4.92,1.54,0.453,F5
7.97,2.42,1.2,1.621,M
9.33,3.63,1.7,0.448,F3V
6.91,7.3,0.71,0.3,A0V
9.42,9.61,2.58,0.640,G0
9.12,4.4,1.10,0.888,K0
8.59,4.52,0.82,0.146,A3V
8.94,4.48,1.25,1.22,K0
9.22,3.29,1.38,0.431,G
7.50,3.97,0.67,0.20,A1IV
7.43,3.61,1.4,0.973,G8III
6.99,10.95,0.90,0.458,F5
7.90,0.78,0.71,1.452,
10.63,3.97,7.42,,
7.91,25.7,1.0,0.701,
8.40,11.52,1.12,0.765,G8III
9.12,3.30,1.27,1.4,K0III
8.12,0.94,0.84,1.400,G0
6.5,14.65,0.50,0.147,A3Vn
6.12,2.5,0.88,0.89,B5V
8.65,2.42,0.87,1.72,K0
9.32,4.14,1.56,0.490,F5
8.90,2.63,1.20,0.945,G8IVw
6.52,6.14,0.51,0.80,B7V
9.5,0.50,1.20,1.36,K2
7.77,9.35,0.94,0.308,A3
6.96,7.40,0.81,0.168,A7V
7.43,5.10,1.5,1.400,K2
8.67,2.93,1.37,1.142,K0
8.27,13.45,1.13,0.478,G0
8.6,1.3,0.71,0.11,
8.20,7.88,1.6,0.400,F0
6.86,2.42,0.57,1.63,
9.2,49.84,1.4,1.203,K2
7.99,1.60,1.9,1.622,M1
6.83,4.79,0.86,1.387,K2
8.44,3.39,1.2,0.920,G8III
8.52,5.62,1.50,0.296,A2
6.81,1.87,0.60,0.36,
8.26,2.25,1.22,0.919,G5
6.97,3.92,0.99,1.483,K5III
7.57,9.45,0.99,0.307,A2
8.63,1.95,0.85,0.19,
7.77,4.45,0.95,0.284,
9.70,2.51,1.42,1.845,M0
10.3,6.9,2.1,0.473,F2
8.43,1.83,1.11,1.245,K2III
9.55,13.47,1.56,0.658,G5
5.46,16.23,0.49,1.79,K2III
8.50,3.92,1.18,0.111,A0
9.45,20.89,1.49,0.973,K2III
10.67,7.62,2.13,0.802,G0
7.51,2.15,0.90,1.450,
7.16,5.0,0.73,1.154,K2III
7.76,2.71,0.70,0.107,B5III
6.53,2.50,1.46,0.53,A2V
8.80,0.68,1.16,1.92,K0
6.90,20.41,1.98,0.519,F5
9.73,2.61,1.44,0.315,F8
10.36,3.36,4.56,0.568,F8
7.82,2.29,0.61,0.28,B8III
4.72,18.53,1.10,1.154,K1III
8.44,3.0,0.72,0.73,B9V
9.4,4.16,0.77,0.487,F2IV
8.63,1.73,1.14,1.304,K0
9.56,3.81,1.36,0.430,F8
7.81,7.13,0.80,0.275,A1m
8.32,0.79,1.3,0.124,B8
8.70,7.79,1.17,0.266,A2
9.27,3.52,1.9,1.43,K0
8.88,5.87,1.22,0.304,A0
8.52,8.0,1.31,0.455,F2
8.59,3.90,1.9,0.483,F3V
9.86,31.3,1.78,1.276,K8
9.26,10.93,0.93,0.620,G1V
11.86,33.22,3.91,,
9.68,8.98,1.91,0.397,F8
7.43,8.38,0.96,0.290,F0
7.20,20.48,0.59,0.605,G2V
7.91,7.68,1.0,0.523,G0
9.71,6.89,2.75,0.524,F8
1.99,18.40,0.78,1.440,K3III
7.46,3.62,1.4,1.154,K0
8.75,3.35,1.35,0.928,G5
9.81,7.27,1.62,0.887,K0
8.85,1.51,0.86,0.126,A
6.63,8.72,0.70,0.207,
9.0,10.58,2.96,0.626,G5
8.80,8.10,1.34,0.427,F8
7.88,1.98,0.63,1.493,K4III
7.90,4.50,1.25,1.22,K0
8.37,4.71,1.24,0.579,F6V
7.34,3.70,0.89,0.46,A1IV
8.63,6.61,1.33,1.25,K0
5.38,32.1,1.2,0.642,G2V
8.83,2.54,1.2,1.357,K3III
9.58,3.32,1.31,0.696,G5
6.33,17.67,0.53,0.413,
7.99,2.78,1.7,1.30,K0
8.79,1.90,1.2,1.235,
6.20,6.88,0.61,0.115,A5Vs
9.0,0.61,1.39,0.400,A1V
7.22,4.88,0.82,1.39,K0III
7.43,9.54,0.90,0.534,
9.31,15.96,0.90,0.710,G5V
7.79,7.19,0.98,0.834,G5
8.16,4.87,2.23,0.400,A2
9.27,43.54,1.5,1.205,K8
8.24,-1.17,1.29,0.985,G5
8.85,2.14,1.18,0.317,F0
7.79,1.25,0.66,0.109,B6V
6.74,17.71,0.59,0.443,
8.86,25.40,0.83,0.880,K2V
8.38,4.71,0.70,0.98,A2V
8.99,2.94,1.25,0.0,B9V
8.2,2.83,0.85,0.967,
10.26,4.8,1.69,1.249,K2
8.42,4.8,1.15,0.396,F5
8.91,10.58,1.73,0.610,G0Vp
7.26,5.41,0.86,1.168,K0
9.41,1.64,1.19,1.530,K5
8.30,6.89,1.42,1.242,K2
8.18,10.69,0.73,0.431,F5
8.95,1.0,1.75,1.137,K0
8.52,2.19,0.85,0.975,
6.99,2.26,0.95,1.609,M
8.19,16.66,0.73,0.551,F6V
7.51,5.77,1.1,0.951,K0
7.38,6.73,0.74,0.13,B9.5V
9.56,4.32,1.45,0.516,F8
9.7,4.38,1.7,1.6,K0III
8.1,1.83,1.14,1.128,K0
8.9,4.30,1.46,0.229,A0
6.78,6.51,0.94,1.14,K0
7.27,11.35,0.62,0.409,F5IV
7.85,0.66,1.0,1.427,K2
9.37,7.92,1.33,0.387,G0
10.13,7.36,1.74,0.710,
7.90,1.51,0.98,1.429,K5
8.48,8.54,1.36,0.576,G0
7.79,4.13,1.3,1.79,K0
8.37,0.51,1.4,1.331,K3III
7.76,2.90,0.60,0.56,
7.69,11.42,1.3,0.669,G0
5.40,29.5,1.29,0.605,F9V
8.36,1.61,0.79,0.26,
7.41,2.26,0.59,1.268,K1III
5.72,6.29,1.9,1.45,K0III
8.15,1.69,0.65,0.63,B9III
8.59,0.41,0.77,1.499,K2III
5.90,12.17,0.54,0.12,A0V
9.19,9.69,0.85,0.531,
8.79,3.26,1.31,1.2,G5
9.9,1.31,1.6,1.77,K2
6.88,6.13,0.97,1.40,G5
7.13,0.34,0.65,0.124,B6Vnn
7.78,6.49,1.0,0.496,F5V
8.32,1.67,0.72,0.34,B9.5V
8.72,8.56,1.10,0.469,F8
7.12,5.89,0.74,0.228,A4III
7.62,1.29,0.68,0.147,
5.40,11.33,0.84,0.993,
9.47,1.24,1.58,1.54,K0
9.4,0.99,1.26,1.363,K5
7.75,4.42,0.95,0.91,A2
7.84,5.61,1.39,0.43,A0IV
7.79,11.42,0.83,0.478,F5V
10.49,0.97,1.90,1.64,K2
9.41,27.61,1.42,1.66,K5
8.47,5.99,1.4,0.184,A3V
8.80,1.53,1.10,0.322,A1m
8.73,3.45,1.6,0.395,A8IV
5.91,6.76,0.52,1.102,K1III
8.60,3.14,1.14,1.86,G5
8.11,10.33,0.85,0.492,F7V
8.40,2.48,1.30,1.119,K0
7.72,3.72,1.7,1.316,G5
8.57,-1.51,1.24,1.243,K2III
12.10,58.17,4.2,1.512,M5
9.61,1.73,1.3,0.310,A9V
8.9,2.48,1.6,1.390,K3III
8.44,5.96,1.2,0.549,F8V
8.68,1.12,0.88,1.198,G5II
10.44,31.95,2.9,1.294,K5
8.99,3.30,1.29,1.375,K0
8.35,1.79,0.91,0.912,G8III
7.7,1.3,0.90,1.540,K5
8.19,6.45,1.10,1.86,G5
8.35,6.82,0.97,0.350,A9V
8.37,3.10,0.76,1.168,K0III
10.91,,,,
8.14,11.99,1.36,0.492,F5
12.43,-6.4,3.56,1.500,
8.45,6.84,1.16,0.351,F2
6.27,10.96,1.3,0.274,F0Vn
8.54,1.81,0.65,0.46,B8III
9.59,9.62,1.84,0.650,G0
8.51,2.12,0.89,1.129,K0III
9.89,-1.43,1.58,0.647,
4.59,58.48,3.80,0.411,F6V
9.41,7.57,0.90,0.520,
5.66,3.57,0.70,1.587,
8.21,1.39,0.68,0.8,B6III
9.5,10.98,1.16,1.37,G5
8.84,1.86,1.31,0.985,
4.51,4.66,0.57,1.408,K3III
11.15,1.4,2.79,0.390,A0
6.15,16.4,0.58,0.216,A6V
7.25,1.53,1.1,0.62,B8II
7.13,1.41,0.92,1.659,M1III
8.14,0.78,0.69,0.53,B8V
7.48,3.21,0.80,1.634,
6.95,10.93,0.87,0.290,A0
7.1,24.31,0.76,0.540,G0V
6.89,14.91,0.81,0.388,F2
10.80,2.69,3.71,0.417,F2
6.60,10.44,0.65,0.479,F5IV
8.31,2.96,1.15,1.110,G5
8.43,4.67,1.24,1.4,K0
6.14,6.87,1.5,0.222,F0III
9.44,0.53,1.6,0.120,A0V
8.81,3.18,1.81,1.90,
8.73,3.25,1.41,1.280,K2
7.9,2.23,0.93,0.110,Ap
9.68,1.98,0.95,0.184,
6.98,25.21,0.64,0.502,F8V
7.61,14.44,0.85,0.516,F8V
7.64,3.78,0.62,0.206,
8.89,0.52,0.94,1.284,
10.60,0.21,1.99,0.672,G0
8.82,3.40,1.5,0.915,G5
9.56,5.14,1.42,0.688,G3V
8.68,11.73,1.18,0.457,F5
6.25,18.39,0.80,0.838,G6IV
9.18,10.32,1.43,0.652,G0
7.26,2.16,1.7,1.489,K0
6.54,10.38,0.56,0.109,A2V
7.98,4.85,0.81,0.429,Fm
8.44,4.42,1.9,0.160,A0
9.74,42.47,1.53,1.305,M0
9.16,1.53,1.0,0.121,A2V
8.85,5.33,1.25,0.586,G0
7.41,1.60,1.35,0.659,F5
6.75,4.33,0.55,1.14,K0III
7.11,7.36,0.63,0.386,F3Ib
10.30,3.88,1.2,0.520,
7.99,1.77,0.70,0.99,A2V
7.64,5.62,0.53,0.58,A1V
6.52,6.66,0.74,0.923,G8III
8.59,2.90,1.3,1.446,
10.2,5.76,1.82,0.378,F2
9.18,1.75,1.38,1.352,K5
7.93,2.46,0.85,1.322,K1p
8.56,3.58,0.94,0.44,A0V
7.46,4.79,0.83,1.136,K1III
8.50,0.43,1.22,1.354,K5
6.50,22.55,0.73,0.394,F3Vs
8.41,1.14,1.50,1.528,M1III
9.34,8.62,1.49,0.615,G0
6.26,1.98,0.68,1.559,
8.88,0.11,1.26,1.426,M2
7.25,6.31,0.65,0.76,A1V
9.57,4.49,2.7,0.426,F3V
8.90,1.85,0.82,1.18,G5
8.39,6.92,1.13,0.493,F5
8.25,0.7,1.22,0.316,F0IV
8.3,4.85,1.17,1.93,K0
7.95,5.67,0.75,0.407,
5.49,4.27,0.68,1.345,
8.91,7.64,0.93,0.400,
7.20,78.87,1.2,1.2,K3V
7.46,4.20,1.17,1.149,K0
9.30,2.0,1.19,1.364,K0
9.79,3.79,1.54,0.597,G0
8.98,5.18,0.93,1.78,G8III
7.33,2.28,0.81,0.13,B9.5V
7.91,9.2,2.75,0.440,F5
8.17,5.65,1.18,0.285,A0
8.7,4.17,0.94,0.99,
7.96,14.60,1.3,0.624,G0
8.18,2.81,1.13,1.12,K0
11.45,12.80,3.84,0.558,
10.17,2.27,1.55,0.25,B9III
7.40,2.64,0.85,1.252,K0III
5.45,7.85,0.49,0.78,B8V
8.43,3.62,1.17,1.24,K0
8.18,2.68,1.15,1.129,K0
9.16,11.49,1.49,0.590,F8
11.52,22.2,3.20,1.334,
9.27,10.18,1.31,0.620,G5
7.91,5.91,0.76,1.249,K2III
7.70,1.36,0.90,1.508,K4III
7.89,4.50,1.38,0.166,A2
9.50,12.84,1.49,0.530,G3V
7.81,6.40,0.92,0.9,B8
8.23,7.31,0.89,0.340,F0
8.48,2.30,0.78,0.68,B9IV
10.53,3.44,1.80,0.618,F8
8.42,7.17,0.93,0.405,F2V
6.57,3.97,0.75,1.422,K3III
11.86,0.3,2.22,1.510,
10.2,1.82,2.24,0.3,B8
7.91,2.74,0.83,1.671,M1III
8.1,1.44,0.68,0.78,
9.47,15.17,1.41,0.580,G0
7.58,9.54,0.73,0.491,
6.87,3.33,0.69,1.291,K1III
7.17,11.4,0.73,0.376,F2IV
5.86,13.11,0.78,1.193,K2III
9.62,-3.53,3.91,0.44,A0V
5.88,3.8,0.55,1.676,M2III
6.94,8.34,0.94,0.240,A3
8.15,2.20,0.76,1.485,K2II
11.70,21.37,2.38,1.100,M0
9.68,6.15,1.40,0.384,F5
9.17,7.87,1.27,0.413,F8V
8.31,51.71,0.91,0.985,
9.41,11.98,1.71,0.843,G5
8.16,5.73,0.90,0.361,
9.56,7.18,1.47,0.377,F8
6.62,6.40,0.62,1.174,
8.65,19.20,0.80,0.656,G5V
8.70,7.96,1.9,0.423,F8
7.43,4.73,1.2,0.53,A0
8.67,27.46,6.97,0.878,G5
8.38,16.92,1.6,0.636,F8
9.75,6.76,1.60,0.416,F5
8.66,21.11,5.71,0.905,G5
8.77,0.50,1.10,1.201,G8III
9.24,10.35,1.30,0.548,G0
8.31,5.18,1.23,0.498,F5
8.56,3.15,0.87,0.364,F2
7.34,6.97,0.98,0.205,A5
9.25,3.48,2.5,0.594,F8
8.34,2.87,0.74,1.129,
9.41,2.54,0.97,0.314,F2
6.57,5.0,0.76,1.226,K2III
7.61,5.98,0.87,0.213,
7.9,1.94,0.96,1.419,K2
8.98,14.5,1.22,0.698,G5V
7.67,4.69,1.1,1.52,K0
3.60,53.89,0.70,0.371,F2IV
5.87,6.33,0.90,1.32,G8III
11.53,3.66,4.5,,
9.99,4.21,2.13,0.783,G5
11.71,103.56,3.91,1.588,K
9.74,0.98,1.10,0.899,F5
5.75,8.76,0.88,0.66,A0
8.63,7.94,0.99,0.425,
10.74,6.17,2.9,0.309,sdO
10.18,8.85,2.49,0.749,G8
8.83,3.50,0.78,0.414,F0II
10.6,23.5,1.59,1.80,K8
7.52,1.86,0.96,1.568,K5
8.68,4.42,1.33,0.978,K0
7.97,3.45,0.94,1.350,K2III
8.20,0.54,0.72,1.293,K2III
8.70,3.20,0.68,0.347,A9V
8.44,1.28,0.87,1.2,K0III
6.84,4.38,0.88,1.50,K0
8.20,4.95,0.68,0.537,
11.6,27.97,2.28,1.290,M0
9.6,0.56,1.27,1.537,K2
7.68,2.6,1.16,1.700,M
8.73,11.40,1.24,0.653,G5V
9.10,-20.5,30.69,0.654,
8.48,7.30,1.93,0.700,
8.51,30.67,0.85,0.927,K1V
8.80,2.89,1.14,0.48,B9III
8.21,9.51,0.64,0.398,F3V
8.80,7.90,1.28,0.392,F8
9.23,4.51,0.90,0.456,F5
7.99,6.49,1.5,0.200,A5
8.43,2.37,0.80,1.91,G8III
10.31,5.25,1.95,0.966,K2
8.68,19.90,1.11,0.736,G8V
8.80,2.4,0.98,0.893,G5III
8.60,2.87,1.25,0.980,K0
8.75,2.96,1.23,1.473,K5
7.79,1.55,1.5,1.528,M
7.27,21.4,0.95,0.511,F8
8.42,2.74,0.91,0.6,B9III
8.8,3.40,0.94,1.60,K0
7.42,1.52,0.64,1.432,K0
8.94,2.42,1.23,1.101,K0III
11.26,12.83,2.76,,
7.53,2.42,1.60,0.135,A2
7.81,4.58,0.82,0.98,A1V
9.15,6.67,7.61,0.371,A2
8.25,2.61,0.74,0.974,
7.44,2.52,0.95,1.397,K2
3.16,13.72,0.51,1.538,K5III
9.74,2.82,1.49,0.475,F5
9.62,15.73,1.26,0.742,K0V
6.64,7.11,0.84,0.80,A0
8.53,-1.74,1.11,1.346,K2III
9.30,5.33,1.36,0.389,G0
7.70,4.14,1.10,1.11,K0
6.53,16.80,0.57,0.267,
10.6,94.95,4.31,1.545,M2
10.5,24.26,6.58,,
8.61,15.91,0.76,0.574,F7V
7.39,4.70,0.78,1.450,K3III
6.92,5.20,0.96,1.55,K0
11.21,2.10,2.54,0.970,Gp
7.90,2.1,0.66,0.35,
9.36,8.26,1.2,0.688,G3V
7.73,2.99,0.99,1.227,K2
7.95,2.82,1.10,1.4,G5III
8.62,10.3,0.73,0.450,F5V
7.33,12.62,0.70,0.402,
9.44,1.74,1.66,1.105,K0
7.98,0.43,1.4,1.645,M1III
8.15,2.73,0.88,0.835,G6III
8.15,6.63,0.81,0.398,
7.0,6.13,0.87,1.28,K0
8.17,3.35,0.92,0.136,A2
7.68,7.43,0.82,0.256,
8.33,5.94,1.21,0.349,F0
8.76,3.29,1.25,1.351,K2
7.17,1.48,0.84,0.958,G8III
8.65,6.16,0.73,0.587,F8V
6.81,6.39,1.46,0.552,F8
3.65,43.20,0.64,0.360,F0IV
5.91,8.71,0.67,0.258,A9IV
5.39,7.48,0.79,1.543,M1III
5.86,11.44,0.64,1.287,K3III
6.27,4.64,0.54,1.348,K1III
8.66,2.54,1.20,1.42,G8III
7.32,6.20,1.7,1.28,K0
7.99,8.64,0.66,0.250,
5.46,4.12,0.50,1.556,K4III
8.61,4.48,0.81,0.545,F7V
9.78,4.2,1.32,0.342,A2
6.13,18.43,0.89,0.261,F0Vn
7.66,3.41,1.14,1.154,K0
9.54,0.45,1.7,1.457,
8.84,2.87,0.88,0.18,B9V
8.15,3.0,0.88,0.293,F0
6.89,4.86,0.97,1.435,K2
4.32,9.69,0.89,1.541,
7.39,5.92,1.6,1.281,K3III
8.49,6.2,0.94,1.270,K3III
11.28,19.42,2.81,,
8.82,0.53,1.17,1.701,M0
7.3,1.66,0.55,0.37,B5IIIn
7.75,6.23,1.2,0.177,A0
7.80,7.13,0.94,0.273,A5
9.73,8.89,1.48,0.764,G5
8.92,6.27,0.95,0.450,
7.72,1.10,0.61,0.36,B2V
9.73,12.61,1.54,0.764,G5
7.68,5.13,0.90,0.184,A2
7.52,6.17,0.74,1.4,G5
8.85,2.62,1.33,1.7,K0
7.13,2.60,0.56,0.18,B8III
9.77,5.12,1.63,0.376,F2
8.28,1.78,0.89,1.327,K2III
6.12,9.10,0.92,1.183,K0
10.19,73.88,2.2,1.475,M0
4.99,13.67,0.87,1.46,
11.1,7.26,2.32,0.654,G0
8.71,1.74,1.14,1.85,K0III
8.89,3.0,2.40,0.879,
5.7,6.76,0.85,1.364,K3III
8.96,0.82,0.93,0.41,B9V
4.54,7.11,0.99,0.109,A3V
8.43,22.72,0.95,0.707,G5V
8.72,2.43,0.93,1.99,K0
7.55,2.45,0.70,0.19,Ap
8.31,3.51,1.17,1.103,K0
8.56,11.8,3.20,0.399,F5
7.63,4.3,0.69,1.111,K0III
9.96,8.1,10.54,0.444,F5
10.20,7.27,1.4,0.677,
9.4,6.74,0.81,0.454,F2IV
7.14,2.68,0.83,0.54,B9.5IV
7.97,3.75,1.3,1.30,G5
9.55,1.60,1.11,0.409,
7.68,2.46,0.66,0.77,B8V
8.95,13.92,0.86,0.549,F7V
9.54,2.18,2.17,0.928,K0
8.77,4.8,1.10,0.609,F7V
7.70,3.19,0.71,1.10,
9.19,7.21,1.27,0.463,F5
8.73,0.8,1.35,1.4,K0
8.78,3.43,1.17,1.86,K0
9.45,5.53,1.32,0.333,
9.19,0.78,1.56,0.53,A0
7.99,10.26,1.22,0.830,K0
8.42,4.71,1.35,1.476,K0
9.20,5.57,1.26,0.470,F2
9.88,0.22,1.73,1.96,K0
8.18,5.20,1.6,0.498,F5V
7.48,3.45,1.2,0.990,K0III
7.67,17.84,1.7,0.553,G0
7.43,7.84,0.83,0.906,
8.6,3.36,0.96,1.15,G8III
7.75,7.78,0.66,0.345,A9IV
8.58,1.86,1.24,1.238,K0
6.43,13.30,0.71,0.358,F3V
5.35,8.36,0.57,0.897,G8III
7.93,6.48,1.15,0.239,A5
5.74,9.28,0.65,0.135,A4III
8.38,1.68,1.38,0.627,Ap
8.46,3.10,0.80,1.94,K1III
7.82,54.52,0.99,0.933,K0
8.45,2.85,1.2,0.136,A2
7.77,1.14,0.81,0.665,F6IV
8.10,2.31,0.75,1.299,K2III
8.41,4.13,1.20,0.913,G5
8.28,2.72,0.89,1.0,K1III
9.41,2.39,1.33,0.469,F6:w
8.45,1.83,1.28,0.103,B9.5V
8.11,13.73,1.4,0.556,F7V
7.38,9.90,0.61,0.574,F8III
7.31,2.82,1.11,1.555,K2
7.56,2.94,0.61,1.445,K3III
8.75,1.30,1.19,0.953,K0
9.42,1.73,1.43,1.579,K5
8.2,3.77,1.8,1.129,K0
11.41,20.61,3.16,1.672,M0
8.37,3.15,1.52,1.162,
9.34,2.28,1.21,0.1,
9.6,12.71,1.41,0.588,G0
7.95,2.97,1.2,0.218,F0
8.46,0.15,0.78,0.52,
8.79,6.85,1.35,0.533,F8
7.95,3.65,1.21,1.11,K0
7.15,7.79,0.60,0.68,A1V
6.11,7.84,0.89,0.614,
7.38,2.73,0.83,1.634,M1III
8.45,2.18,1.23,0.993,K0
7.5,56.35,0.89,0.779,K0
8.23,3.12,0.92,0.407,
8.74,3.19,1.34,1.141,K0
8.91,1.48,1.45,1.267,K2
7.14,0.72,0.95,0.56,B5V
8.32,2.20,0.79,0.70,B7V
7.70,2.89,0.62,0.121,A2V
11.60,0.82,2.87,0.694,
8.32,7.39,0.99,0.415,F3V
7.97,4.36,0.67,0.17,A0V
3.17,74.15,0.74,0.475,F6IV
9.45,3.31,1.57,1.194,K0
7.10,6.28,1.17,0.993,K0III
8.1,9.76,0.92,0.356,A9V
10.18,6.23,1.73,0.527,F8
7.97,8.60,0.86,0.490,F5V
5.95,3.96,0.81,1.501,K4III
11.54,2.80,1.82,,
8.53,3.70,1.28,0.365,
9.7,6.11,1.26,0.468,F5
9.22,1.25,1.47,1.261,K0
8.80,2.80,1.82,1.186,K1III
8.46,2.0,1.12,1.113,K2
9.16,1.44,1.41,1.447,K2
7.97,2.71,1.25,0.997,K0
7.80,5.78,1.3,1.253,K0
6.12,8.30,0.78,0.974,K0
7.60,11.6,5.59,0.537,F2
